Price,Use,Transmission,Body,Fuel,Year,Mileage (km),Drivetrain,Horse Power,Engine Size (l),Make,Model,Source,Horsepower
183000.0,Foreign Used,Automatic,Sedan,Petrol,2017,,Front-Wheel Drive,,2.0,Hyundai,Elantra,Tonaton,147.0
92000.0,Foreign Used,Automatic,Sedan,Petrol,2012,,Front-Wheel Drive,142.0,1.5,Honda,Civic,Tonaton,142.0
135000.0,Foreign Used,Automatic,Convertible,Petrol,2013,49824.0,Rear-Wheel Drive,323.0,3.6,Chevrolet,Camaro,Tonaton,323.0
165000.0,Foreign Used,Automatic,,Petrol,2011,74000.0,,,,Toyota,Vellfire,Tonaton,
85000.0,Ghanaian Used,Automatic,SUV,Petrol,2013,,All-Wheel Drive,182.0,2.4,GMC,Terrain,Tonaton,182.0
215000.0,Foreign Used,Automatic,,Petrol,2017,314775.0,,,,Jeep,Renegade,Tonaton,
650000.0,Foreign Used,Automatic,SUV,Petrol,2021,,Front-Wheel Drive,295.0,3.5,Toyota,Highlander,Tonaton,295.0
105000.0,Foreign Used,Automatic,Sedan,Petrol,2012,98505.0,Front-Wheel Drive,190.0,2.0,Honda,Accord,Tonaton,190.0
180000.0,Foreign Used,Automatic,SUV,Petrol,2017,62000.0,All-Wheel Drive,141.0,1.8,Honda,HR-V,Tonaton,141.0
199500.0,Foreign Used,Automatic,Sedan,Petrol,2017,48000.0,All-Wheel Drive,175.0,2.5,Subaru,Legacy,Tonaton,175.0
145000.0,Foreign Used,Automatic,,Petrol,2013,59663.0,,,2.4,Hyundai,H1,Tonaton,171.0
78000.0,Ghanaian Used,Automatic,,Petrol,2016,,,,1.8,Hyundai,Elantra,Tonaton,147.0
795000.0,Foreign Used,Automatic,,Petrol,2020,12500.0,,,,Land Rover,Range Rover Velar,Tonaton,
155000.0,Ghanaian Used,Automatic,,Petrol,2014,,,,3.0,Land Rover,Discovery,Tonaton,340.0
460000.0,Foreign Used,Automatic,SUV,Petrol,2016,47000.0,All-Wheel Drive,340.0,3.0,Land Rover,Range Rover Sport,Tonaton,340.0
365000.0,Foreign Used,Automatic,,Petrol,2023,5580.0,,,1.5,Honda,Civic,Tonaton,174.0
170000.0,Foreign Used,Automatic,SUV,Petrol,2015,176528.0,Front-Wheel Drive,155.0,2.0,Mazda,CX-5,Tonaton,155.0
250000.0,Foreign Used,Automatic,Sedan,Petrol,2018,40000.0,Front-Wheel Drive,192.0,1.5,Honda,Accord,Tonaton,192.0
650000.0,Foreign Used,Automatic,Pickup,Petrol,2021,,All-Wheel Drive,395.0,5.7,Dodge,RAM,Tonaton,395.0
610000.0,Foreign Used,Automatic,,Petrol,2019,,,,,GMC,Sierra,Tonaton,
300000.0,Foreign Used,Automatic,Convertible,Petrol,2017,22000.0,Rear-Wheel Drive,300.0,3.7,Ford,Mustang,Tonaton,300.0
83000.0,Foreign Used,Automatic,Sedan,Petrol,2012,,Front-Wheel Drive,,2.0,Honda,Accord,Tonaton,192.0
105000.0,Foreign Used,Automatic,Sedan,Petrol,2013,,Front-Wheel Drive,160.0,2.0,Dodge,Dart,Tonaton,160.0
750000.0,Foreign Used,Automatic,SUV,Petrol,2019,35255.0,Four-Wheel Drive,340.0,3.0,Land Rover,Range Rover Sport,Tonaton,340.0
130000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2012,86000.0,Front-Wheel Drive,211.0,1.6,Mini,Cooper,Tonaton,211.0
90000.0,Foreign Used,Automatic,,Petrol,2011,,Front-Wheel Drive,140.0,1.8,Honda,Civic,Tonaton,140.0
175000.0,Foreign Used,Automatic,,Petrol,2018,,,,1.5,Honda,Civic,Tonaton,174.0
235000.0,Ghanaian Used,Automatic,SUV,Petrol,2018,80000.0,,176.0,2.5,Toyota,RAV4,Tonaton,176.0
405000.0,Foreign Used,Automatic,SUV,Petrol,2016,48000.0,All-Wheel Drive,270.0,3.5,Toyota,Highlander,Tonaton,270.0
77400.0,Foreign Used,Automatic,Hatchback,Petrol,2012,57045.0,Front-Wheel Drive,140.0,1.6,Hyundai,Accent,Tonaton,140.0
265000.0,Foreign Used,Automatic,,Petrol,2019,62321.0,,,2.0,Honda,Accord,Tonaton,192.0
145000.0,Foreign Used,Automatic,Sedan,Petrol,2016,42135.0,Front-Wheel Drive,,2.0,Hyundai,Sonata,Tonaton,245.0
55000.0,Foreign Used,Manual,Sedan,Diesel,2012,119000.0,Front-Wheel Drive,68.0,1.5,Renault,Logan,Tonaton,68.0
95000.0,Foreign Used,Automatic,Sedan,Petrol,2015,45558.0,Front-Wheel Drive,137.0,1.6,Hyundai,Accent,Tonaton,137.0
166000.0,Foreign Used,Automatic,SUV,Petrol,2017,,Front-Wheel Drive,,2.5,Nissan,Rogue,Tonaton,172.0
230000.0,Ghanaian Used,Automatic,SUV,Petrol,2012,36021.0,All-Wheel Drive,300.0,3.7,Acura,ZDX,Tonaton,300.0
220000.0,Foreign Used,Automatic,SUV,Petrol,2017,,Front-Wheel Drive,166.0,2.4,Mitsubishi,Outlander,Tonaton,166.0
1040000.0,Foreign Used,Automatic,SUV,Petrol,2019,23000.0,Four-Wheel Drive,518.0,5.0,Land Rover,Range Rover Sport,Tonaton,518.0
130000.0,Foreign Used,Automatic,Sedan,Petrol,2017,78545.0,Front-Wheel Drive,,2.0,Hyundai,Elantra,Tonaton,147.0
160000.0,Foreign Used,Automatic,SUV,Petrol,2014,,All-Wheel Drive,172.0,2.4,Jeep,Compass,Tonaton,172.0
220000.0,Foreign Used,Automatic,SUV,Petrol,2019,,Front-Wheel Drive,180.0,2.4,Jeep,Compass,Tonaton,180.0
410000.0,Foreign Used,Automatic,,Petrol,2018,,,,3.5,Toyota,Highlander,Tonaton,295.0
175000.0,Ghanaian Used,Automatic,Pickup,Diesel,2011,85432.0,All-Wheel Drive,,3.0,Nissan,Navara,Tonaton,174.0
570000.0,Foreign Used,Automatic,SUV,Petrol,2020,13524.0,All-Wheel Drive,295.0,3.5,Toyota,Highlander,Tonaton,295.0
270000.0,Foreign Used,Automatic,,Petrol,2013,,,,2.0,Land Rover,Range Rover Evoque,Tonaton,
610000.0,Foreign Used,Automatic,,Petrol,2019,19124.0,,,,Land Rover,Range Rover Velar,Tonaton,
150000.0,Foreign Used,Automatic,Sedan,Petrol,2018,78406.0,Front-Wheel Drive,147.0,2.0,Hyundai,Elantra,Tonaton,147.0
140000.0,Foreign Used,Automatic,,Petrol,2016,,,,1.8,Nissan,Sentra,Tonaton,130.0
115000.0,Foreign Used,Automatic,Sedan,Petrol,2013,81500.0,Front-Wheel Drive,132.0,1.8,Toyota,Corolla,Tonaton,132.0
145000.0,Foreign Used,Automatic,Sedan,Petrol,2014,62255.0,Front-Wheel Drive,143.0,1.8,Honda,Civic,Tonaton,143.0
685000.0,Foreign Used,Automatic,SUV,Petrol,2022,12040.0,Front-Wheel Drive,295.0,3.5,Toyota,Highlander,Tonaton,295.0
380000.0,Foreign Used,Automatic,,Petrol,2016,,,,3.0,Ford,Mustang,Tonaton,310.0
80000.0,Foreign Used,Automatic,Sedan,Petrol,2016,67351.0,Front-Wheel Drive,109.0,1.6,Nissan,Versa,Tonaton,109.0
597000.0,Foreign Used,Automatic,SUV,Petrol,2022,9300.0,Front-Wheel Drive,181.0,2.5,Mitsubishi,Outlander,Tonaton,181.0
900000.0,Foreign Used,Automatic,,Petrol,2022,10000.0,,,3.5,Ford,F-150,Tonaton,365.0
1500000.0,Foreign Used,Automatic,,Petrol,2021,7000.0,,,3.0,Mercedes-Benz,GLE-Class,Tonaton,
200000.0,Foreign Used,Automatic,,Petrol,2020,,,,1.5,Honda,Civic,Tonaton,174.0
1600000.0,Foreign Used,Automatic,,Petrol,2021,18485.0,,,,Land Rover,Defender,Tonaton,
800000.0,Foreign Used,Automatic,SUV,Petrol,2019,,Four-Wheel Drive,340.0,3.0,Land Rover,Range Rover Sport,Tonaton,340.0
600000.0,Foreign Used,Automatic,,Petrol,2018,,,,2.0,Mercedes-Benz,E300,Tonaton,
355000.0,Foreign Used,Automatic,SUV,Petrol,2017,,All-Wheel Drive,295.0,3.5,Toyota,Highlander,Tonaton,295.0
140000.0,Ghanaian Used,Automatic,SUV,Petrol,2013,81887.0,Front-Wheel Drive,190.0,2.4,Hyundai,Santa Fe,Tonaton,190.0
340000.0,Foreign Used,Automatic,Convertible,Petrol,2016,26000.0,Rear-Wheel Drive,310.0,2.3,Ford,Mustang,Tonaton,310.0
375000.0,Foreign Used,Automatic,SUV,Petrol,2020,48000.0,All-Wheel Drive,190.0,1.5,Honda,CR-V,Tonaton,190.0
150000.0,Foreign Used,Automatic,SUV,Petrol,2013,53000.0,All-Wheel Drive,126.0,2.0,Mitsubishi,Outlander,Tonaton,126.0
270000.0,Foreign Used,Automatic,SUV,Petrol,2019,,Four-Wheel Drive,166.0,2.4,Mitsubishi,Outlander,Tonaton,166.0
310000.0,Foreign Used,Automatic,,Petrol,2018,,,,2.0,Mercedes-Benz,E300,Tonaton,
380000.0,Foreign Used,Automatic,Sedan,Petrol,2022,,Front-Wheel Drive,180.0,1.5,Honda,Civic,Tonaton,180.0
82000.0,Ghanaian Used,Automatic,Sedan,Petrol,2015,58741.0,,,2.0,Kia,Forte,Tonaton,161.0
368000.0,Foreign Used,Automatic,,Petrol,2016,46000.0,,,,Lexus,RX 350,Tonaton,
200000.0,Ghanaian Used,Automatic,Sedan,Petrol,2018,,Front-Wheel Drive,192.0,2.0,Honda,Accord,Tonaton,192.0
663000.0,Ghanaian Used,Automatic,,Petrol,2021,3000.0,,,2.5,Toyota,Hilux,Tonaton,102.0
95000.0,Ghanaian Used,Automatic,SUV,Petrol,2014,,All-Wheel Drive,182.0,2.4,Hyundai,Tucson,Tonaton,182.0
85000.0,Ghanaian Used,Automatic,Sedan,Petrol,2014,65000.0,Front-Wheel Drive,145.0,1.8,Hyundai,Elantra,Tonaton,145.0
360000.0,Ghanaian Used,Automatic,SUV,Petrol,2017,82000.0,All-Wheel Drive,164.0,2.7,Toyota,Fortuner,Tonaton,164.0
68000.0,Ghanaian Used,Automatic,,Petrol,2012,,,,2.0,Hyundai,Sonata,Tonaton,245.0
470000.0,Foreign Used,Automatic,,Petrol,2023,2405.0,,,1.8,Honda,HR-V,Tonaton,141.0
2100000.0,Foreign Used,Automatic,,Petrol,2021,42000.0,,,3.0,Mercedes-Benz,GLE-Class,Tonaton,
108000.0,Foreign Used,Manual,,Petrol,2013,,,,,Hyundai,Starex,Tonaton,
145000.0,Foreign Used,Automatic,,Petrol,2006,78000.0,,,3.5,Nissan,Pathfinder,Tonaton,260.0
489000.0,Foreign Used,Automatic,SUV,Petrol,2016,35000.0,All-Wheel Drive,270.0,4.0,Toyota,4-Runner,Tonaton,270.0
268000.0,Ghanaian Used,Manual,Coupe,Petrol,2016,28000.0,Rear-Wheel Drive,435.0,5.0,Ford,Mustang,Tonaton,435.0
159900.0,Ghanaian Used,Automatic,,Petrol,2015,42531.0,,,2.4,Hyundai,Santa Fe,Tonaton,192.5
300000.0,Ghanaian Used,Automatic,,Petrol,2022,32729.0,,,2.0,Mitsubishi,ASX,Tonaton,150.0
450000.0,Foreign Used,Automatic,,Petrol,2021,32843.0,,,2.0,Acura,RDX,Tonaton,272.0
680000.0,Foreign Used,Automatic,,Petrol,2019,,,,,Land Rover,Range Rover,Tonaton,
157000.0,Foreign Used,Automatic,,Petrol,2013,41111.0,,,3.5,Ford,Explorer,Tonaton,290.0
139000.0,Foreign Used,Automatic,,Petrol,2017,78000.0,,,1.5,Honda,Civic,Cars45,174.0
28000.0,Ghanaian Used,Manual,,Petrol,2017,10012.0,,,,Suzuki,Alto,Cars45,
52000.0,Ghanaian Used,Automatic,,Petrol,2013,,,,1.8,Hyundai,Elantra,Cars45,147.0
142000.0,Foreign Used,Automatic,Sedan,Petrol,2018,,Front-Wheel Drive,132,1.8,Toyota,Corolla,Cars45,132.0
170000.0,Foreign Used,Automatic,SUV,Petrol,2017,,All-Wheel Drive,,2.0,Kia,Sportage,Cars45,182.0
43000.0,Ghanaian Used,Automatic,SUV,Petrol,2008,89000.0,Four-Wheel Drive,173,2.7,Hyundai,Tucson,Cars45,173.0
459500.0,Foreign Used,Automatic,SUV,Petrol,2021,19000.0,Front-Wheel Drive,295,3.5,Toyota,Highlander,Cars45,295.0
35000.0,Ghanaian Used,Automatic,,Petrol,2010,97588.0,,,,Suzuki,Sx4,Cars45,
20000.0,Ghanaian Used,Manual,,Petrol,2010,100864.0,,,1.5,Toyota,Yaris,Cars45,106.0
35000.0,Ghanaian Used,Manual,,Petrol,2008,124806.0,Front-Wheel Drive,109,1.6,Peugeot,207,Cars45,109.0
98000.0,Ghanaian Used,Automatic,Sedan,Petrol,2015,841230.0,Front-Wheel Drive,132,1.8,Toyota,Corolla,Cars45,132.0
85000.0,Ghanaian Used,Automatic,Sedan,Petrol,2016,,Front-Wheel Drive,132,1.8,Toyota,Corolla,Cars45,132.0
90000.0,Foreign Used,Automatic,Sedan,Petrol,2015,,Front-Wheel Drive,189,2.4,Honda,Accord,Cars45,189.0
55000.0,Ghanaian Used,Automatic,,Petrol,2010,,,,1.8,Toyota,Corolla,Cars45,132.0
145000.0,Foreign Used,Automatic,SUV,Petrol,2015,78000.0,Front-Wheel Drive,166,2.4,Mitsubishi,Outlander,Cars45,166.0
58000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2010,,Front-Wheel Drive,106,1.5,Toyota,Yaris,Cars45,106.0
63000.0,Ghanaian Used,Automatic,,Petrol,2010,,,,1.8,Toyota,Corolla,Cars45,132.0
32000.0,Ghanaian Used,Manual,,Petrol,2012,32091.0,,,1.6,Hyundai,Accent,Cars45,138.0
29000.0,Ghanaian Used,Automatic,,Petrol,2011,222000.0,,,,Kia,Cerato,Cars45,
90000.0,Ghanaian Used,Automatic,,Petrol,2014,,,,2.5,Toyota,Camry,Cars45,178.0
180000.0,Foreign Used,Automatic,,Petrol,2014,95000.0,,,,Mercedes-Benz,C250,Cars45,
58000.0,Ghanaian Used,Automatic,,Hybrid,2011,,Front-Wheel Drive,112,1.5,Honda,Civic,Cars45,112.0
54800.0,Foreign Used,Automatic,,Petrol,2004,89000.0,,,,Mercedes-Benz,C220,Cars45,
540800.0,Foreign Used,Automatic,,Petrol,2019,26961.0,,,2.7,Ford,F-150,Cars45,365.0
36500.0,Ghanaian Used,Automatic,SUV,Petrol,2012,120000.0,Front-Wheel Drive,173,2.5,Ford,Escape,Cars45,173.0
68500.0,Ghanaian Used,Automatic,Sedan,Petrol,2011,67523.0,Front-Wheel Drive,,2.4,Hyundai,Sonata,Cars45,245.0
75000.0,Ghanaian Used,Automatic,Sedan,Petrol,2013,82045.0,Front-Wheel Drive,132,1.8,Toyota,Corolla,Cars45,132.0
44800.0,Ghanaian Used,Automatic,,Petrol,2010,150000.0,,,2.4,Hyundai,Tucson,Cars45,176.0
52000.0,Ghanaian Used,Automatic,Sedan,Petrol,2012,,,,2.0,Hyundai,Sonata,Cars45,245.0
135000.0,Foreign Used,Automatic,Hatchback,Petrol,2015,67321.0,All-Wheel Drive,188,1.6,Nissan,Juke,Cars45,188.0
235000.0,Foreign Used,Automatic,,Petrol,2021,6016.0,,,2.0,Toyota,C-HR,Cars45,144.0
280000.0,Foreign Used,Automatic,SUV,Petrol,2018,16300.0,All-Wheel Drive,190,1.5,Honda,CR-V,Cars45,190.0
38000.0,Ghanaian Used,Manual,,Petrol,2009,85458.0,,,1.1,Hyundai,I10,Cars45,68.0
43500.0,Ghanaian Used,Automatic,Hatchback,Petrol,2010,53246.0,Front-Wheel Drive,132,1.8,Pontiac,Vibe,Cars45,132.0
435000.0,Foreign Used,Automatic,SUV,Petrol,2020,21000.0,All-Wheel Drive,272,2.0,Acura,RDX,Cars45,272.0
34000.0,Ghanaian Used,Automatic,,Petrol,2010,252416.0,,,,Kia,Morning,Cars45,
31000.0,Ghanaian Used,Manual,Sedan,Petrol,2012,,Front-Wheel Drive,140,1.6,Hyundai,Accent,Cars45,140.0
175000.0,Foreign Used,Automatic,Sedan,Petrol,2018,31434.0,Front-Wheel Drive,132,1.8,Toyota,Corolla,Cars45,132.0
15500.0,Ghanaian Used,Automatic,,Petrol,1999,107911.0,,,,Toyota,Starlet,Cars45,
220000.0,Foreign Used,Automatic,,Petrol,2017,86122.0,,,,Jeep,Renegade,Cars45,
380000.0,Ghanaian Used,Automatic,SUV,Diesel,2010,83000.0,Four-Wheel Drive,233,4.5,Toyota,Land Cruiser,Cars45,233.0
1500000.0,Foreign Used,Automatic,,Petrol,2021,,,,,Land Rover,Range Rover Vogue,Cars45,
195000.0,Foreign Used,Automatic,SUV,Petrol,2017,51223.0,Front-Wheel Drive,185,2.4,Kia,Sorento,Cars45,185.0
47500.0,Ghanaian Used,Manual,Hatchback,Petrol,2010,,Front-Wheel Drive,106,1.5,Toyota,Yaris,Cars45,106.0
43500.0,Ghanaian Used,Automatic,Sedan,Petrol,2010,64231.0,Front-Wheel Drive,106,1.5,Toyota,Yaris,Cars45,106.0
55000.0,Ghanaian Used,Automatic,,Petrol,2012,,,,1.6,Nissan,Juke,Cars45,188.0
215000.0,Foreign Used,Automatic,,Petrol,2017,,,,,Jeep,Renegade,Cars45,
78000.0,Ghanaian Used,Automatic,,Petrol,2016,93521.0,,,1.8,Hyundai,Elantra,Cars45,147.0
68000.0,Ghanaian Used,Automatic,,Petrol,2012,,,,,Mercedes-Benz,C250,Cars45,
55000.0,Ghanaian Used,Automatic,Sedan,Petrol,2013,71029.0,Front-Wheel Drive,138,1.6,Hyundai,Accent,Cars45,138.0
135000.0,Foreign Used,Automatic,SUV,Petrol,2010,37000.0,Front-Wheel Drive,,2.5,Toyota,RAV4,Cars45,176.0
22000.0,Ghanaian Used,Manual,Hatchback,Petrol,2008,,Front-Wheel Drive,,1.1,Kia,Picanto,Cars45,65.0
300000.0,Foreign Used,Automatic,SUV,Petrol,2017,99585.0,All-Wheel Drive,270,4.0,Toyota,4-Runner,Cars45,270.0
68000.0,Ghanaian Used,Automatic,,Petrol,2007,78521.0,,,,BMW,5 Series,Cars45,
63000.0,Ghanaian Used,Automatic,Sedan,Petrol,2010,75000.0,Front-Wheel Drive,132,1.8,Toyota,Corolla,Cars45,132.0
50000.0,Ghanaian Used,Automatic,Sedan,Petrol,2010,,Front-Wheel Drive,132,1.8,Toyota,Corolla,Cars45,132.0
82000.0,Ghanaian Used,Automatic,SUV,Petrol,2014,,Front-Wheel Drive,185,2.4,Honda,CR-V,Cars45,185.0
1800000.0,Foreign Used,Automatic,,Petrol,2022,500.0,,,,Cadillac,Escalade,Cars45,
37500.0,Ghanaian Used,Automatic,,Petrol,2012,65123.0,,,,Kia,Morning,Cars45,
85000.0,Ghanaian Used,Automatic,,Petrol,2013,118000.0,,,2.4,Nissan,Hardbody,Cars45,150.0
86000.0,Foreign Used,Automatic,Sedan,Petrol,2013,46528.0,Front-Wheel Drive,178,2.5,Toyota,Camry,Cars45,178.0
110000.0,Foreign Used,Automatic,,Petrol,2017,,,,1.8,Hyundai,Elantra,Cars45,147.0
220000.0,Foreign Used,Automatic,SUV,Diesel,2016,56883.0,All-Wheel Drive,254,3.0,Land Rover,Range Rover Sport,Cars45,254.0
38000.0,Foreign Used,Automatic,SUV,Petrol,2004,89520.0,All-Wheel Drive,204,3.0,Ford,Escape,Cars45,204.0
82500.0,Ghanaian Used,Manual,,Petrol,2002,89754.0,,,2.4,Nissan,Hardbody,Cars45,150.0
104000.0,Ghanaian Used,Automatic,,Petrol,2013,89654.0,,,,Mercedes-Benz,C250,Cars45,
175000.0,Foreign Used,Automatic,,Petrol,2017,25321.0,,,1.5,Honda,Civic,Cars45,174.0
260000.0,Ghanaian Used,Automatic,,Petrol,2019,52100.0,,,,Jeep,Grand Cherokee,Cars45,
23000.0,Ghanaian Used,Manual,Station Wagon,Diesel,2002,,Front-Wheel Drive,126,2.2,Nissan,Primera,Cars45,126.0
360000.0,Foreign Used,Automatic,Pickup,Petrol,2018,45238.0,Four-Wheel Drive,395,5.0,Ford,F-150,Cars45,395.0
31000.0,Ghanaian Used,Automatic,SUV,Petrol,2008,,,,2.0,Kia,Sportage,Cars45,182.0
350000.0,Foreign Used,Automatic,SUV,Petrol,2014,,All-Wheel Drive,340,3.0,Land Rover,Range Rover Sport,Cars45,340.0
425000.0,Foreign Used,Automatic,,Petrol,2020,,,,2.0,Acura,RDX,Cars45,272.0
82500.0,Foreign Used,Automatic,Sedan,Petrol,2013,,Front-Wheel Drive,,1.8,Hyundai,Elantra,Cars45,147.0
290000.0,Ghanaian Used,Manual,,Petrol,2017,98563.0,,,2.5,Toyota,Hilux,Cars45,102.0
132000.0,Foreign Used,Automatic,SUV,Petrol,2013,49205.0,Front-Wheel Drive,178,1.6,Ford,Escape,Cars45,178.0
65000.0,Ghanaian Used,Automatic,,Petrol,2010,,,,2.15,Ford,Escape,Cars45,178.0
495000.0,Brand New,Automatic,,Petrol,2022,,,,2.0,Acura,RDX,Cars45,272.0
110000.0,Foreign Used,Automatic,,Petrol,2018,,,,1.8,Nissan,Sentra,Cars45,130.0
225000.0,Foreign Used,Automatic,SUV,Diesel,2016,52620.0,All-Wheel Drive,254,3.0,Land Rover,Range Rover Sport,Cars45,254.0
15500.0,Ghanaian Used,Automatic,,Petrol,1994,,,,1.8,Toyota,Corolla,Cars45,132.0
100000.0,Ghanaian Used,Automatic,,Petrol,2013,,,,,Mercedes-Benz,C250,Cars45,
385000.0,Ghanaian Used,Automatic,,Petrol,2009,,,,4.5,Toyota,Land Cruiser,Cars45,271.0
80000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2016,,Front-Wheel Drive,130,1.6,Kia,Soul,Cars45,130.0
338000.0,Foreign Used,Automatic,SUV,Petrol,2020,22622.0,All-Wheel Drive,190,1.5,Honda,CR-V,Cars45,190.0
105000.0,Ghanaian Used,Automatic,Sedan,Petrol,2017,,Front-Wheel Drive,174,1.5,Honda,Civic,Cars45,174.0
275000.0,Foreign Used,Automatic,Sedan,Petrol,2015,33000.0,All-Wheel Drive,241,2.0,Mercedes-Benz,C300,Cars45,241.0
320000.0,Foreign Used,Automatic,,Petrol,2021,,,,1.5,Honda,CR-V,Cars45,190.0
22000.0,Ghanaian Used,Automatic,Sedan,Petrol,2009,,Front-Wheel Drive,108,1.6,Chevrolet,Aveo,Cars45,108.0
220000.0,Foreign Used,CVT,SUV,Petrol,2017,66231.0,Front-Wheel Drive,,2.4,Honda,CR-V,Cars45,190.0
39000.0,Ghanaian Used,Automatic,,Petrol,2008,,,,2.4,Kia,Sorento,Cars45,191.0
47000.0,Ghanaian Used,Automatic,,Petrol,2007,,,,1.8,Toyota,Corolla,Cars45,132.0
27000.0,Ghanaian Used,Automatic,Sedan,Petrol,2002,141388.0,Rear-Wheel Drive,204,2.5,Jaguar,S-Type,Cars45,204.0
150000.0,Foreign Used,Automatic,SUV,Petrol,2015,,Front-Wheel Drive,290,3.3,Kia,Sorento,Cars45,290.0
375000.0,Foreign Used,Automatic,,Petrol,2022,1200.0,,,1.5,Honda,CR-V,Cars45,190.0
65000.0,Ghanaian Used,Automatic,,Petrol,2016,87453.0,,,1.5,Honda,Civic,Cars45,174.0
210000.0,Foreign Used,Automatic,Sedan,Petrol,2018,50000.0,Front-Wheel Drive,192,1.5,Honda,Accord,Cars45,192.0
120000.0,Foreign Used,Automatic,SUV,Petrol,2012,,Front-Wheel Drive,190,2.7,Toyota,Highlander,Cars45,190.0
49500.0,Ghanaian Used,Automatic,,Petrol,2010,,,,1.3,Toyota,Vitz,Cars45,87.0
38500.0,Ghanaian Used,Automatic,Sedan,Petrol,2009,103661.0,Front-Wheel Drive,158,2.4,Toyota,Camry,Cars45,158.0
138000.0,Foreign Used,Automatic,,Petrol,2012,,,,2.5,Toyota,RAV4,Cars45,176.0
125000.0,Foreign Used,Automatic,Sedan,Petrol,2014,62588.0,Front-Wheel Drive,178,2.5,Toyota,Camry,Cars45,178.0
63000.0,Foreign Used,Automatic,Hatchback,Petrol,2011,55321.0,Front-Wheel Drive,70,1.0,Toyota,Vitz,Cars45,70.0
78500.0,Foreign Used,Automatic,Sedan,Petrol,2010,98000.0,Front-Wheel Drive,106,1.5,Toyota,Yaris,Cars45,106.0
90000.0,Ghanaian Used,Automatic,Sedan,Petrol,2015,,Front-Wheel Drive,132,1.8,Toyota,Corolla,Cars45,132.0
57000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2012,,Front-Wheel Drive,70,1.0,Toyota,Vitz,Cars45,70.0
59000.0,Ghanaian Used,Automatic,Sedan,Petrol,2013,91245.0,Front-Wheel Drive,,1.8,Hyundai,Elantra,Cars45,147.0
100000.0,Ghanaian Used,Automatic,SUV,Petrol,2012,63254.0,All-Wheel Drive,,2.5,Toyota,RAV4,Cars45,176.0
65000.0,Ghanaian Used,Automatic,,Petrol,2008,,,,3.0,BMW,X5,Cars45,335.0
43000.0,Ghanaian Used,Automatic,Sedan,Petrol,2014,45471.0,Front-Wheel Drive,138,1.4,Chevrolet,Cruze,Cars45,138.0
35000.0,Ghanaian Used,Automatic,Van/Minivan,Diesel,2005,,Front-Wheel Drive,144,2.9,Kia,Carnival,Cars45,144.0
48000.0,Ghanaian Used,Manual,SUV,Petrol,2007,87531.0,All-Wheel Drive,128,2.0,Suzuki,Grand Vitara,Cars45,128.0
47000.0,Ghanaian Used,Automatic,Sedan,Petrol,2007,89082.0,Front-Wheel Drive,128,1.8,Toyota,Corolla,Cars45,128.0
335000.0,Ghanaian Used,Automatic,Pickup,Petrol,2018,123000.0,Four-Wheel Drive,375,3.5,Ford,F-150,Cars45,375.0
140000.0,Foreign Used,Manual,,Petrol,2009,,,,,Hyundai,H300,Cars45,
230000.0,Foreign Used,Automatic,Sedan,Petrol,2019,55000.0,Front-Wheel Drive,192,1.5,Honda,Accord,Cars45,192.0
420000.0,Foreign Used,Automatic,,Petrol,2019,45213.0,,295,3.5,Toyota,Highlander,Cars45,295.0
79000.0,Foreign Used,Automatic,,Petrol,2012,,,,1.6,Hyundai,Accent,Cars45,138.0
210000.0,Foreign Used,Automatic,Sedan,Petrol,2018,,Front-Wheel Drive,192,1.5,Honda,Accord,Cars45,192.0
135000.0,Foreign Used,Automatic,SUV,Petrol,2015,,All-Wheel Drive,182,2.4,Hyundai,Tucson,Cars45,182.0
43000.0,Foreign Used,Manual,Hatchback,Petrol,2009,,Front-Wheel Drive,65,1.1,Kia,Picanto,Cars45,65.0
200000.0,Foreign Used,Automatic,,Petrol,2013,80000.0,,,,Mercedes-Benz,C250,Cars45,
330000.0,Foreign Used,Automatic,SUV,Petrol,2021,41000.0,Front-Wheel Drive,203,2.5,Toyota,RAV4,Cars45,203.0
76500.0,Ghanaian Used,Automatic,Sedan,Petrol,2012,,Front-Wheel Drive,190,2.4,Honda,Accord,Cars45,190.0
85000.0,Ghanaian Used,Automatic,SUV,Petrol,2007,,All-Wheel Drive,267,4.7,Lexus,GX,Cars45,267.0
70000.0,Ghanaian Used,Automatic,Sedan,Petrol,2011,,Front-Wheel Drive,177,2.4,Honda,Accord,Cars45,177.0
49000.0,Foreign Used,Manual,Sedan,Petrol,2007,,Front-Wheel Drive,86,1.3,Toyota,Yaris,Cars45,86.0
900000.0,Foreign Used,Automatic,SUV,Petrol,2018,,Four-Wheel Drive,340,3.0,Land Rover,Range Rover Sport,Cars45,340.0
64000.0,Ghanaian Used,Automatic,,Petrol,2010,94524.0,Front-Wheel Drive,132,1.8,Toyota,Corolla,Cars45,132.0
63000.0,Ghanaian Used,Automatic,,Petrol,2012,,,,1.8,Scion,xD,Cars45,128.0
70000.0,Ghanaian Used,Manual,,Petrol,2012,,,,2.4,Nissan,Hardbody,Cars45,150.0
