Price,Use,Transmission,Body,Fuel,Year,Mileage (km),Drivetrain,Horse Power,Engine Size (l),Make,Model,Source,Horsepower
135000.0,Foreign Used,Automatic,Sedan,Petrol,2014,,Front-Wheel Drive,178.0,2.5,Toyota,Camry,Tonaton,178.0
55000.0,Ghanaian Used,Automatic,SUV,Petrol,2014,75000.0,All-Wheel Drive,170.0,2.5,Nissan,Rogue,Tonaton,170.0
750000.0,Foreign Used,Automatic,SUV,Petrol,2017,,All-Wheel Drive,362.0,3.0,Mercedes-Benz,GLS-Class,Tonaton,362.0
800000.0,Foreign Used,Automatic,,Petrol,2018,,,,2.0,Mercedes-Benz,E300,Tonaton,
285000.0,Ghanaian Used,Automatic,SUV,Petrol,2012,121532.0,All-Wheel Drive,335.0,4.7,Mercedes-Benz,GL-Class,Tonaton,335.0
160000.0,Foreign Used,Automatic,,Petrol,2019,,,,,Hyundai,Kona,Tonaton,
58000.0,Foreign Used,Manual,,Petrol,2007,65321.0,,,,Mazda,Demio,Tonaton,
59000.0,Foreign Used,Automatic,Sedan,Petrol,2013,68505.0,Front-Wheel Drive,109.0,1.6,Nissan,Versa,Tonaton,109.0
130000.0,Ghanaian Used,Automatic,Sedan,Petrol,2016,58454.0,Front-Wheel Drive,189.0,2.4,Honda,Accord,Tonaton,189.0
310000.0,Ghanaian Used,Automatic,,Petrol,2014,58487.0,,,4.5,Nissan,Patrol,Tonaton,258.0
38000.0,Foreign Used,Automatic,Sedan,Petrol,2008,113000.0,Front-Wheel Drive,94.0,1.4,Chevrolet,Aveo,Tonaton,94.0
190000.0,Foreign Used,Automatic,Sedan,Petrol,2018,,Front-Wheel Drive,174.0,1.5,Honda,Civic,Tonaton,174.0
650500.0,Ghanaian Used,Automatic,,Petrol,2016,10000.0,,,,Kia,Quoris,Tonaton,
240000.0,Foreign Used,Automatic,SUV,Petrol,2013,69420.0,Front-Wheel Drive,187.0,2.7,Toyota,Highlander,Tonaton,187.0
215000.0,Foreign Used,Automatic,Sedan,Petrol,2018,35000.0,Front-Wheel Drive,192.0,1.5,Honda,Accord,Tonaton,192.0
130000.0,Foreign Used,Automatic,SUV,Petrol,2013,62000.0,Front-Wheel Drive,178.0,1.6,Ford,Escape,Tonaton,178.0
67000.0,Ghanaian Used,Automatic,Crossover,Petrol,2011,69000.0,Front-Wheel Drive,172.0,2.5,Nissan,Rogue,Tonaton,172.0
89000.0,Foreign Used,Automatic,Sedan,Petrol,2010,51200.0,Front-Wheel Drive,271.0,2.0,Honda,Accord,Tonaton,271.0
850000.0,Foreign Used,Automatic,,Petrol,2022,6447.0,,,2.0,Mercedes-Benz,GLC-Class,Tonaton,
1900000.0,Foreign Used,Automatic,,Petrol,2021,,,,5.7,Toyota,Tundra,Tonaton,381.0
90000.0,Foreign Used,Automatic,,Petrol,2011,64000.0,,,1.8,Hyundai,Elantra,Tonaton,147.0
71000.0,Foreign Used,Automatic,,Petrol,2010,,,,,Toyota,Axio,Tonaton,
150000.0,Foreign Used,Automatic,SUV,Petrol,2019,24000.0,Front-Wheel Drive,125.0,1.6,Nissan,Kicks,Tonaton,125.0
150000.0,Foreign Used,Automatic,SUV,Petrol,2012,,All-Wheel Drive,,2.5,Toyota,RAV4,Tonaton,176.0
395000.0,Foreign Used,Automatic,,Petrol,2018,,,,3.5,Toyota,Highlander,Tonaton,295.0
500000.0,Foreign Used,Automatic,SUV,Petrol,2020,,Rear-Wheel Drive,300.0,2.3,Ford,Explorer,Tonaton,300.0
75000.0,Foreign Used,Automatic,,Petrol,2011,,,,1.6,Kia,Soul,Tonaton,138.0
330000.0,Foreign Used,Automatic,SUV,Petrol,2022,,Front-Wheel Drive,190.0,1.5,Honda,CR-V,Tonaton,190.0
185000.0,Foreign Used,Automatic,SUV,Petrol,2017,36542.0,All-Wheel Drive,,2.5,Toyota,RAV4,Tonaton,176.0
53000.0,Ghanaian Used,Manual,SUV,Diesel,2009,132541.0,All-Wheel Drive,190.0,2.5,Nissan,Pathfinder,Tonaton,190.0
275000.0,Foreign Used,Automatic,,Petrol,2020,10492.0,,,2.4,Hyundai,Santa Fe,Tonaton,192.5
135000.0,Foreign Used,Automatic,,Petrol,2016,,,,2.4,Mitsubishi,Outlander,Tonaton,166.0
725000.0,Foreign Used,Automatic,SUV,Petrol,2021,7232.0,Front-Wheel Drive,295.0,3.5,Toyota,Highlander,Tonaton,295.0
85500.0,Foreign Used,Manual,,Petrol,2011,87000.0,,,,BMW,116i,Tonaton,
98000.0,Ghanaian Used,Automatic,,Petrol,2008,65000.0,,,4.0,Toyota,4-Runner,Tonaton,270.0
395000.0,Foreign Used,Automatic,,Petrol,2020,10000.0,,,2.0,Acura,RDX,Tonaton,272.0
1000000.0,Foreign Used,Automatic,,Petrol,2022,35.0,,,2.7,Toyota,Land Cruiser Prado,Tonaton,163.0
52000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2014,,Front-Wheel Drive,128.0,1.8,Scion,xD,Tonaton,128.0
320000.0,Foreign Used,Automatic,SUV,Petrol,2020,,All-Wheel Drive,272.0,2.0,Acura,RDX,Tonaton,272.0
525000.0,Foreign Used,Automatic,,Petrol,2019,,,,2.0,Mercedes-Benz,GLC-Class,Tonaton,
85000.0,Foreign Used,Automatic,,Petrol,2013,38000.0,,,3.8,Hyundai,Genesis,Tonaton,338.0
80000.0,Ghanaian Used,Automatic,SUV,Diesel,2008,,All-Wheel Drive,171.0,3.0,Toyota,Fortuner,Tonaton,171.0
160000.0,Foreign Used,Automatic,SUV,Petrol,2019,51222.0,Front-Wheel Drive,240.0,2.0,Kia,Sportage,Tonaton,240.0
340000.0,Ghanaian Used,Automatic,SUV,Diesel,2015,72197.0,All-Wheel Drive,177.0,2.8,Toyota,Land Cruiser Prado,Tonaton,177.0
95000.0,Ghanaian Used,Automatic,,Petrol,2011,124311.0,,,,Mercedes-Benz,E500,Tonaton,
360000.0,Foreign Used,Automatic,SUV,Petrol,2015,21100.0,All-Wheel Drive,281.0,4.0,Toyota,Land Cruiser Prado,Tonaton,281.0
88000.0,Foreign Used,Automatic,,Petrol,2012,,,,1.8,Hyundai,Elantra,Tonaton,147.0
455000.0,Foreign Used,Automatic,,Petrol,2020,,,,3.5,Lexus,RX,Tonaton,295.0
400000.0,Foreign Used,Automatic,,Petrol,2019,,,,3.5,Honda,Pilot,Tonaton,280.0
98000.0,Foreign Used,Automatic,,Petrol,2012,,,,,Toyota,Wish,Tonaton,
60000.0,Ghanaian Used,Automatic,Sedan,Petrol,2013,,,,2.0,Hyundai,Sonata,Tonaton,245.0
210000.0,Ghanaian Used,Automatic,SUV,Petrol,2016,32000.0,Rear-Wheel Drive,270.0,4.0,Toyota,4-Runner,Tonaton,270.0
550000.0,Foreign Used,Automatic,SUV,Petrol,2016,,All-Wheel Drive,163.0,2.7,Toyota,Land Cruiser Prado,Tonaton,163.0
200000.0,Foreign Used,Automatic,SUV,Petrol,2016,68735.0,Front-Wheel Drive,245.0,2.0,Ford,Edge,Tonaton,245.0
52000.0,Ghanaian Used,Automatic,,Petrol,2012,,,,2.0,Kia,Forte,Tonaton,161.0
39000.0,Foreign Used,Automatic,Hatchback,Petrol,2012,85699.0,Front-Wheel Drive,68.0,1.0,Chevrolet,Spark,Tonaton,68.0
452000.0,Foreign Used,Automatic,,Petrol,2016,,,,,Mercedes-Benz,C450,Tonaton,
75000.0,Foreign Used,Automatic,Sedan,Petrol,2017,36648.0,Front-Wheel Drive,153.0,1.4,Chevrolet,Cruze,Tonaton,153.0
49500.0,Ghanaian Used,Automatic,,Petrol,2007,,,,2.4,Hyundai,Tucson,Tonaton,176.0
210000.0,Foreign Used,Automatic,,Petrol,2008,50000.0,,,2.75,Bentley,S-Type,Tonaton,223.5
957000.0,Foreign Used,Automatic,,Petrol,2021,,,,3.5,Honda,Pilot,Tonaton,280.0
80000.0,Foreign Used,Automatic,Sedan,Petrol,2007,,Front-Wheel Drive,132.0,1.8,Toyota,Corolla Altis,Tonaton,132.0
75000.0,Foreign Used,Automatic,,Petrol,2006,120000.0,,,3.5,Mercedes-Benz,R-Class,Tonaton,268.0
345000.0,Foreign Used,Automatic,,Petrol,2021,16000.0,,,1.5,Honda,CR-V,Tonaton,190.0
585500.0,Foreign Used,Automatic,,Petrol,2019,16000.0,,,2.5,Toyota,Hilux,Tonaton,102.0
67000.0,Foreign Used,Automatic,,Petrol,2009,65875.0,,,,Toyota,Vios,Tonaton,
820000.0,Foreign Used,Automatic,,Petrol,2021,5092.0,,,3.5,Toyota,Highlander,Tonaton,295.0
199500.0,Foreign Used,Automatic,,Petrol,2016,45000.0,,,2.4,Hyundai,Santa Fe,Tonaton,192.5
397000.0,Foreign Used,Automatic,,Petrol,2021,11500.0,,,1.5,Honda,CR-V,Tonaton,190.0
135000.0,Foreign Used,Manual,Van/Minivan,Petrol,2011,35541.0,,171.0,2.4,Hyundai,H1,Tonaton,171.0
340000.0,Foreign Used,Automatic,,Petrol,2018,40000.0,,,,Lincoln,MKX,Tonaton,
200000.0,Foreign Used,Automatic,,Petrol,2019,65000.0,,,1.8,Honda,HR-V,Tonaton,141.0
95000.0,Foreign Used,Manual,,Petrol,2009,926063.0,,,3.0,Mercedes-Benz,Sprinter,Tonaton,156.0
83000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2017,,Front-Wheel Drive,180.0,1.5,Honda,Civic,Tonaton,180.0
360000.0,Foreign Used,Automatic,SUV,Petrol,2016,,All-Wheel Drive,270.0,4.0,Toyota,4-Runner,Tonaton,270.0
120000.0,Ghanaian Used,Manual,Pickup,Diesel,2016,51201.0,All-Wheel Drive,181.0,2.4,Mitsubishi,L200,Tonaton,181.0
43000.0,Ghanaian Used,Automatic,SUV,Petrol,2010,,Front-Wheel Drive,269.0,2.5,Ford,Escape,Tonaton,269.0
210000.0,Foreign Used,Automatic,SUV,Petrol,2020,15464.0,All-Wheel Drive,170.0,2.5,Nissan,Rogue,Tonaton,170.0
189500.0,Foreign Used,Automatic,SUV,Petrol,2017,48000.0,Four-Wheel Drive,166.0,2.4,Mitsubishi,Outlander,Tonaton,166.0
200000.0,Foreign Used,Automatic,Sedan,Petrol,2019,42000.0,Front-Wheel Drive,192.0,1.5,Honda,Accord,Tonaton,192.0
825000.0,Foreign Used,Automatic,SUV,Petrol,2019,21000.0,Four-Wheel Drive,518.0,5.0,Land Rover,Range Rover Sport,Tonaton,518.0
1280000.0,Foreign Used,Automatic,SUV,Petrol,2018,17000.0,All-Wheel Drive,370.0,5.7,Lexus,LX,Tonaton,370.0
980000.0,Foreign Used,Automatic,,Petrol,2021,30000.0,,,5.7,Toyota,Tundra,Tonaton,381.0
180000.0,Ghanaian Used,Automatic,SUV,Petrol,2016,54000.0,All-Wheel Drive,270.0,3.5,Toyota,Highlander,Tonaton,270.0
98500.0,Foreign Used,Automatic,Sedan,Petrol,2018,59241.0,Front-Wheel Drive,132.0,1.8,Toyota,Corolla,Tonaton,132.0
985000.0,Foreign Used,Automatic,,Petrol,2017,,,,3.0,Land Rover,Range Rover Sport,Tonaton,340.0
370000.0,Foreign Used,Automatic,,Petrol,2020,30010.0,,,1.5,Honda,CR-V,Tonaton,190.0
45500.0,Ghanaian Used,Automatic,,Petrol,2009,372181.0,,,1.6,Kia,Soul,Tonaton,138.0
275000.0,Foreign Used,Automatic,Sedan,Petrol,2016,,All-Wheel Drive,241.0,2.0,Mercedes-Benz,C300,Tonaton,241.0
875000.0,Foreign Used,Automatic,,Petrol,2020,,,,3.0,Land Rover,Range Rover Sport,Tonaton,340.0
215000.0,Foreign Used,Automatic,,Petrol,2014,32000.0,,,2.0,Mercedes-Benz,E250,Tonaton,
395000.0,Foreign Used,Automatic,,Petrol,2021,,,,2.0,Acura,RDX,Tonaton,272.0
300000.0,Foreign Used,Automatic,,Petrol,2022,52000.0,,,1.5,Honda,CR-V,Tonaton,190.0
960000.0,Foreign Used,Automatic,,Petrol,2020,10120.0,,,,Land Rover,Range Rover Velar,Tonaton,
87000.0,Ghanaian Used,Automatic,,Petrol,2014,,,,3.5,Toyota,Highlander,Tonaton,295.0
175000.0,Foreign Used,Automatic,Sedan,Petrol,2017,41000.0,Front-Wheel Drive,174.0,1.5,Honda,Civic,Tonaton,174.0
2231000.0,Foreign Used,Automatic,SUV,Diesel,2021,46.0,All-Wheel Drive,268.0,4.5,Lexus,LX,Tonaton,268.0
52500.0,Foreign Used,Automatic,,Petrol,2016,41273.0,,,1.2,Nissan,Micra,Tonaton,80.0
140000.0,Foreign Used,Automatic,,Petrol,2017,47845.0,,,2.5,Nissan,Rogue,Tonaton,172.0
60000.0,Ghanaian Used,Automatic,,Petrol,2004,95000.0,,,2.7,Toyota,Land Cruiser Prado,Tonaton,163.0
185000.0,Ghanaian Used,Automatic,,Petrol,2015,,,,,Mercedes-Benz,GLA 250,Tonaton,
185000.0,Foreign Used,Automatic,,Petrol,2018,42100.0,,,2.4,Hyundai,Santa Fe,Tonaton,192.5
90000.0,Foreign Used,Automatic,Coupe,Petrol,2014,50445.0,Front-Wheel Drive,143.0,1.8,Honda,Civic,Tonaton,143.0
110000.0,Ghanaian Used,Automatic,,Petrol,2013,55000.0,,,2.4,Hyundai,Santa Fe,Tonaton,192.5
1240000.0,Foreign Used,Automatic,,Petrol,2019,,,,3.0,Land Rover,Range Rover Sport,Tonaton,340.0
350000.0,Ghanaian Used,Manual,Pickup,Diesel,2019,19454.0,All-Wheel Drive,181.0,2.4,Mitsubishi,L200,Tonaton,181.0
55000.0,Foreign Used,Automatic,,Petrol,2012,55000.0,,,,Toyota,Cynos,Tonaton,
105000.0,Ghanaian Used,Manual,Pickup,Diesel,2013,,All-Wheel Drive,180.0,2.5,Mitsubishi,L200,Tonaton,180.0
320000.0,Foreign Used,Automatic,Sedan,Petrol,2015,,All-Wheel Drive,302.0,3.5,Mercedes-Benz,E350,Tonaton,302.0
150000.0,Foreign Used,Automatic,,Petrol,2014,,,,1.5,Honda,CR-V,Tonaton,190.0
2800000.0,Foreign Used,Automatic,SUV,Diesel,2022,15.0,All-Wheel Drive,309.0,3.3,Toyota,Land Cruiser,Tonaton,309.0
175000.0,Foreign Used,Automatic,Sedan,Petrol,2018,,Front-Wheel Drive,203.0,2.5,Toyota,Camry,Tonaton,203.0
42000.0,Foreign Used,Manual,Hatchback,Diesel,2011,120000.0,Front-Wheel Drive,82.0,1.5,Hyundai,Getz,Tonaton,82.0
700000.0,Foreign Used,Automatic,SUV,Petrol,2021,27536.0,All-Wheel Drive,295.0,3.5,Lexus,RX,Tonaton,295.0
100000.0,Foreign Used,Automatic,Station Wagon,Petrol,2015,,Front-Wheel Drive,130.0,1.6,Kia,Soul,Tonaton,130.0
145000.0,Foreign Used,Automatic,SUV,Petrol,2016,42000.0,All-Wheel Drive,,2.0,Kia,Sportage,Tonaton,182.0
182000.0,Foreign Used,Automatic,SUV,Petrol,2020,57714.0,Front-Wheel Drive,125.0,1.6,Nissan,Kicks,Tonaton,125.0
195000.0,Foreign Used,Automatic,,Petrol,2018,31000.0,,,2.4,Hyundai,Santa Fe,Tonaton,192.5
100000.0,Foreign Used,Automatic,Sedan,Petrol,2014,,Front-Wheel Drive,178.0,2.5,Toyota,Camry,Tonaton,178.0
561500.0,Foreign Used,Automatic,,Petrol,2022,15.0,,,2.5,Toyota,Hilux,Tonaton,102.0
54000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2009,94542.0,Front-Wheel Drive,132.0,1.8,Pontiac,Vibe,Tonaton,132.0
355000.0,Foreign Used,Automatic,,Petrol,2021,43011.0,,,1.5,Honda,CR-V,Tonaton,190.0
87000.0,Foreign Used,Automatic,,Petrol,2010,,,,2.4,Honda,Odyssey,Tonaton,204.0
450000.0,Foreign Used,Automatic,,Petrol,2021,35000.0,,,3.5,Toyota,Highlander,Tonaton,295.0
38000.0,Foreign Used,Manual,Hatchback,Petrol,2012,127690.0,Front-Wheel Drive,68.0,1.0,Chevrolet,Spark,Tonaton,68.0
488000.0,Foreign Used,Automatic,SUV,Petrol,2018,,Four-Wheel Drive,270.0,4.0,Toyota,4-Runner,Tonaton,270.0
38500.0,Foreign Used,Manual,,Petrol,2013,45234.0,,,,Daihatsu,Cuore,Tonaton,
78000.0,Ghanaian Used,Automatic,,Petrol,2015,,Front-Wheel Drive,,2.0,Acura,ILX,Tonaton,
783000.0,Foreign Used,Automatic,,Petrol,2022,,,,2.7,Toyota,Land Cruiser Prado,Tonaton,163.0
300000.0,Foreign Used,Automatic,SUV,Petrol,2019,,All-Wheel Drive,176.0,2.5,Toyota,RAV4,Tonaton,176.0
560000.0,Foreign Used,Automatic,,Petrol,2022,10.0,,,2.5,Toyota,Hilux,Tonaton,102.0
85000.0,Foreign Used,Manual,,Petrol,2009,65000.0,,,2.2,Toyota,Verso,Tonaton,150.0
67500.0,Foreign Used,Automatic,Hatchback,Petrol,2010,87000.0,Front-Wheel Drive,132.0,1.8,Pontiac,Vibe,Tonaton,132.0
120000.0,Foreign Used,Automatic,Sedan,Petrol,2017,42081.0,Front-Wheel Drive,,2.0,Hyundai,Elantra,Tonaton,147.0
140000.0,Foreign Used,Automatic,,Petrol,2014,63524.0,,,,Mercedes-Benz,C250,Tonaton,
335000.0,Foreign Used,Automatic,SUV,Petrol,2021,,Front-Wheel Drive,190.0,1.5,Honda,CR-V,Tonaton,190.0
400000.0,Foreign Used,Automatic,,Petrol,2019,7000.0,,,5.7,Toyota,Tundra,Tonaton,381.0
435000.0,Foreign Used,Automatic,,Petrol,2021,,,,3.5,Toyota,Highlander,Tonaton,295.0
255000.0,Foreign Used,Automatic,Sedan,Petrol,2018,,Front-Wheel Drive,192.0,1.5,Honda,Accord,Tonaton,192.0
140000.0,Foreign Used,Automatic,SUV,Petrol,2008,,All-Wheel Drive,274.0,3.5,Toyota,Highlander,Tonaton,274.0
279000.0,Foreign Used,Automatic,SUV,Petrol,2018,32000.0,,176.0,2.5,Toyota,RAV4,Tonaton,176.0
125000.0,Ghanaian Used,Automatic,,Petrol,2016,98754.0,,,2.7,Toyota,Venza,Tonaton,185.0
130000.0,Foreign Used,Automatic,Sedan,Petrol,2014,,Front-Wheel Drive,178.0,2.5,Toyota,Camry,Tonaton,178.0
135000.0,Foreign Used,Automatic,Sedan,Petrol,2014,33000.0,Front-Wheel Drive,178.0,2.5,Toyota,Camry,Tonaton,178.0
510000.0,Foreign Used,Automatic,Pickup,Petrol,2020,34000.0,Four-Wheel Drive,450.0,3.5,Ford,F-150,Tonaton,450.0
300000.0,Foreign Used,Automatic,,Petrol,2020,4023.0,,,2.0,Nissan,Qashqai,Tonaton,140.0
263000.0,Foreign Used,Automatic,,Petrol,2019,,,,1.5,Honda,CR-V,Tonaton,190.0
210000.0,Foreign Used,Automatic,,Petrol,2018,,,,,Mercedes-Benz,GLA 250,Tonaton,
130000.0,Foreign Used,Automatic,Sedan,Petrol,2018,,Front-Wheel Drive,147.0,2.0,Hyundai,Elantra,Tonaton,147.0
67000.0,Ghanaian Used,Automatic,SUV,Petrol,2008,940153.0,Front-Wheel Drive,,2.4,Toyota,RAV4,Tonaton,176.0
68500.0,Foreign Used,Automatic,,Petrol,2010,57082.0,,,,Toyota,Vios,Tonaton,
105000.0,Foreign Used,Manual,Crossover,Petrol,2012,63000.0,Front-Wheel Drive,285.0,3.6,Chevrolet,Traverse,Tonaton,285.0
46000.0,Ghanaian Used,Automatic,Sedan,Petrol,2010,,Front-Wheel Drive,140.0,2.0,Hyundai,Elantra,Tonaton,140.0
148500.0,Ghanaian Used,Automatic,SUV,Petrol,2007,131000.0,All-Wheel Drive,268.0,3.5,Mercedes-Benz,M Class,Tonaton,268.0
55000.0,Ghanaian Used,Automatic,,Petrol,2005,,,,3.0,Land Rover,Discovery,Tonaton,340.0
450000.0,Foreign Used,Automatic,SUV,Petrol,2021,11000.0,Front-Wheel Drive,180.0,2.0,Peugeot,5008,Tonaton,180.0
55000.0,Foreign Used,Manual,Pickup,Petrol,2006,65000.0,All-Wheel Drive,239.0,4.0,Toyota,Tundra,Tonaton,239.0
1200000.0,Foreign Used,Automatic,SUV,Petrol,2020,31000.0,All-Wheel Drive,362.0,3.0,Mercedes-Benz,GLS-Class,Tonaton,362.0
68500.0,Foreign Used,Automatic,,Petrol,2010,65429.0,,,,Toyota,Belta,Tonaton,
56000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2012,,All-Wheel Drive,95.0,1.3,Toyota,Vitz,Tonaton,95.0
45000.0,Foreign Used,Manual,Sedan,Diesel,2012,119000.0,Front-Wheel Drive,68.0,1.5,Renault,Logan,Tonaton,68.0
400000.0,Foreign Used,Automatic,Pickup,Petrol,2018,,All-Wheel Drive,,3.5,Toyota,Tacoma,Tonaton,278.0
325000.0,Foreign Used,Automatic,SUV,Petrol,2020,42188.0,All-Wheel Drive,190.0,1.5,Honda,CR-V,Tonaton,190.0
250000.0,Foreign Used,Automatic,Sedan,Petrol,2018,51223.0,Front-Wheel Drive,203.0,2.5,Toyota,Camry,Tonaton,203.0
265500.0,Foreign Used,Automatic,Sedan,Petrol,2017,78383.0,Front-Wheel Drive,178.0,2.5,Toyota,Camry,Tonaton,178.0
120000.0,Foreign Used,Automatic,Pickup,Petrol,2011,124210.0,Rear-Wheel Drive,215.0,3.7,Dodge,RAM,Tonaton,215.0
130000.0,Foreign Used,Automatic,Sedan,Petrol,2017,24253.0,Front-Wheel Drive,164.0,2.0,Kia,Forte,Tonaton,164.0
375000.0,Foreign Used,Automatic,,Petrol,2021,11963.0,,,2.5,Toyota,RAV4,Tonaton,176.0
900000.0,Foreign Used,Automatic,,Petrol,2022,,,,3.5,Toyota,Highlander,Tonaton,295.0
148000.0,Foreign Used,Automatic,,Petrol,2016,,,,1.5,Honda,Civic,Tonaton,174.0
715000.0,Foreign Used,Automatic,SUV,Petrol,2019,,Four-Wheel Drive,270.0,4.0,Toyota,4-Runner,Tonaton,270.0
150000.0,Foreign Used,Automatic,Sedan,Petrol,2018,63000.0,Front-Wheel Drive,158.0,2.0,Honda,Civic,Tonaton,158.0
300000.0,Foreign Used,Automatic,,Petrol,2021,17000.0,,,5.7,Chrysler,300,Tonaton,363.0
92000.0,Ghanaian Used,Automatic,SUV,Petrol,2010,106287.0,All-Wheel Drive,160.0,2.7,Toyota,Fortuner,Tonaton,160.0
318000.0,Foreign Used,Automatic,,Petrol,2021,14000.0,,,1.5,Honda,CR-V,Tonaton,190.0
500000.0,Foreign Used,Automatic,,Petrol,2019,10594.0,,295.0,3.5,Toyota,Highlander,Tonaton,295.0
140000.0,Foreign Used,Automatic,SUV,Petrol,2015,52574.0,All-Wheel Drive,178.0,1.6,Ford,Escape,Tonaton,178.0
150000.0,Foreign Used,Automatic,SUV,Petrol,2012,60888.0,All-Wheel Drive,,2.5,Toyota,RAV4,Tonaton,176.0
245000.0,Foreign Used,Automatic,Sedan,Petrol,2016,,All-Wheel Drive,241.0,2.0,Mercedes-Benz,C300,Tonaton,241.0
155000.0,Foreign Used,Automatic,SUV,Petrol,2011,75455.0,All-Wheel Drive,,2.5,Toyota,RAV4,Tonaton,176.0
93500.0,Foreign Used,Automatic,Sedan,Petrol,2011,98000.0,Front-Wheel Drive,132.0,1.8,Toyota,Corolla,Tonaton,132.0
900000.0,Foreign Used,Automatic,SUV,Petrol,2020,10000.0,Four-Wheel Drive,381.0,5.7,Toyota,Sequoia,Tonaton,381.0
375000.0,Foreign Used,Automatic,SUV,Petrol,2018,22000.0,All-Wheel Drive,295.0,3.5,Toyota,Highlander,Tonaton,295.0
699000.0,Foreign Used,Automatic,SUV,Petrol,2016,43000.0,Four-Wheel Drive,304.0,4.6,Toyota,Land Cruiser,Tonaton,304.0
490000.0,Foreign Used,Automatic,,Petrol,2017,47000.0,,,2.5,Toyota,Hilux,Tonaton,102.0
150000.0,Foreign Used,Automatic,SUV,Petrol,2010,32500.0,All-Wheel Drive,264.0,3.0,BMW,X3,Tonaton,264.0
192500.0,Foreign Used,Automatic,SUV,Petrol,2013,47000.0,Front-Wheel Drive,187.0,2.7,Toyota,Highlander,Tonaton,187.0
390000.0,Foreign Used,Automatic,,Petrol,2018,,,,2.0,Mercedes-Benz,GLC-Class,Tonaton,
430000.0,Ghanaian Used,Automatic,SUV,Petrol,2012,229822.0,Four-Wheel Drive,304.0,4.6,Toyota,Land Cruiser,Tonaton,304.0
350000.0,Foreign Used,Automatic,Sedan,Petrol,2017,46000.0,All-Wheel Drive,,2.0,Mercedes-Benz,E300,Tonaton,
260000.0,Foreign Used,Automatic,,Petrol,2019,24873.0,,295.0,3.5,Toyota,Highlander,Tonaton,295.0
63000.0,Ghanaian Used,Automatic,,Petrol,2012,,,,2.4,Hyundai,Santa Fe,Tonaton,192.5
610000.0,Foreign Used,Automatic,Sedan,Petrol,2022,111.0,Front-Wheel Drive,301.0,3.5,Toyota,Avalon,Tonaton,301.0
435000.0,Foreign Used,Manual,,Petrol,2021,,,,2.4,Nissan,Hardbody,Tonaton,150.0
54000.0,Ghanaian Used,Automatic,,Petrol,2012,,,,1.8,Hyundai,Elantra,Tonaton,147.0
155000.0,Foreign Used,Automatic,,Petrol,2016,78199.0,,,2.4,Hyundai,Santa Fe,Tonaton,192.5
122000.0,Foreign Used,Automatic,Sedan,Petrol,2014,,Front-Wheel Drive,178.0,2.5,Toyota,Camry,Tonaton,178.0
380000.0,Ghanaian Used,Automatic,,Petrol,2015,67298.0,,,4.5,Nissan,Patrol,Tonaton,258.0
98000.0,Foreign Used,Automatic,Sedan,Petrol,2014,68585.0,Front-Wheel Drive,132.0,1.8,Toyota,Corolla,Tonaton,132.0
130000.0,Foreign Used,Automatic,,Petrol,2014,65824.0,,,,Mercedes-Benz,C250,Tonaton,
65000.0,Foreign Used,Automatic,,Petrol,2009,62879.0,,,,Toyota,Vios,Tonaton,
850000.0,Foreign Used,Automatic,,Petrol,2021,,,,3.5,Toyota,Highlander,Tonaton,295.0
130000.0,Foreign Used,Automatic,SUV,Petrol,2012,52000.0,Front-Wheel Drive,,2.5,Toyota,RAV4,Tonaton,176.0
652000.0,Foreign Used,Automatic,,Petrol,2019,,,,3.2,Mitsubishi,Pajero,Tonaton,180.0
1215000.0,Foreign Used,Automatic,SUV,Petrol,2021,12.0,All-Wheel Drive,249.0,4.5,Toyota,Land Cruiser,Tonaton,249.0
42000.0,Foreign Used,Manual,Hatchback,Petrol,2008,117000.0,Front-Wheel Drive,80.0,1.2,Nissan,Micra,Tonaton,80.0
235000.0,Foreign Used,Automatic,SUV,Petrol,2020,,All-Wheel Drive,187.0,2.5,Mazda,CX-5,Tonaton,187.0
573000.0,Foreign Used,Automatic,SUV,Petrol,2017,18500.0,All-Wheel Drive,163.0,2.7,Toyota,Land Cruiser Prado,Tonaton,163.0
470000.0,Foreign Used,Automatic,,Petrol,2019,32000.0,,,3.5,Toyota,Highlander,Tonaton,295.0
145000.0,Foreign Used,Automatic,Sedan,Petrol,2018,,Front-Wheel Drive,132.0,1.8,Toyota,Corolla,Tonaton,132.0
82000.0,Foreign Used,Automatic,Sedan,Petrol,2014,,Front-Wheel Drive,145.0,1.8,Hyundai,Elantra,Tonaton,145.0
235000.0,Ghanaian Used,Automatic,SUV,Petrol,2020,27051.0,All-Wheel Drive,187.0,2.5,Mazda,CX-5,Tonaton,187.0
450000.0,Foreign Used,Automatic,,Petrol,2020,52300.0,,,3.5,Toyota,Highlander,Tonaton,295.0
460000.0,Foreign Used,Automatic,,Petrol,2017,,,,5.7,Toyota,Tundra,Tonaton,381.0
65000.0,Ghanaian Used,Automatic,Sedan,Petrol,2013,,Front-Wheel Drive,,2.4,Hyundai,Sonata,Tonaton,245.0
75000.0,Foreign Used,Manual,,Petrol,2011,,,,2.0,Ford,Focus,Tonaton,142.0
